store_id,store_name,store_type,customer_name,place_name,town
P6537,Little Platerows West Millthorpe,convenience,Platerows,West Millthorpe,Millthorpe
P447,Platerows Lower Dunbridge,main,Platerows,Lower Dunbridge,Dunbridge
M3626,Local Mainsburys West Thornhollow,convenience,Mainsburys,West Thornhollow,Thornhollow
N106,Nesco Upper Keswicke,main,Nesco,Upper Keswicke,Keswicke
M4717,Mainsburys East Greythorne,main,Mainsburys,East Greythorne,Greythorne
M4921,Local Mainsburys Upper Moorstead,convenience,Mainsburys,Upper Moorstead,Moorstead
T4429,Torrisons South Falkenridge,main,Torrisons,South Falkenridge,Falkenridge
P16,Platerows Upper Shaldwick,main,Platerows,Upper Shaldwick,Shaldwick
P7304,Little Platerows Lower Eldwich,convenience,Platerows,Lower Eldwich,Eldwich
M1273,Mainsburys Rindleton,main,Mainsburys,Rindleton,Rindleton
M1103,Local Mainsburys North Keswicke,convenience,Mainsburys,North Keswicke,Keswicke
T4205,Torrisons Lower Eddington,main,Torrisons,Lower Eddington,Eddington
P4158,Little Platerows South Buckleigh,convenience,Platerows,South Buckleigh,Buckleigh
N796,Local Nesco Greystead,convenience,Nesco,Greystead,Greystead
P1007,Platerows West Eldermoor,main,Platerows,West Eldermoor,Eldermoor
T6116,Torrisons East Foxworth,main,Torrisons,East Foxworth,Foxworth
N2654,Nesco Cornthwaite,main,Nesco,Cornthwaite,Cornthwaite
N5429,Local Nesco Lower Fenleigh,convenience,Nesco,Lower Fenleigh,Fenleigh
P2097,Little Platerows Lower Rindleton,convenience,Platerows,Lower Rindleton,Rindleton
M399,Local Mainsburys Upper Harthwick,convenience,Mainsburys,Upper Harthwick,Harthwick
P6718,Platerows Denthorpe,main,Platerows,Denthorpe,Denthorpe
M5690,Local Mainsburys Everdale,convenience,Mainsburys,Everdale,Everdale
M6333,Mainsburys West Mapplethorpe,main,Mainsburys,West Mapplethorpe,Mapplethorpe
M5299,Local Mainsburys Upper Keswicke,convenience,Mainsburys,Upper Keswicke,Keswicke
N3353,Local Nesco Quetherby,convenience,Nesco,Quetherby,Quetherby
P159,Little Platerows South Fallowden,convenience,Platerows,South Fallowden,Fallowden
P1808,Little Platerows Upper Kellington,convenience,Platerows,Upper Kellington,Kellington
N4027,Nesco Netherton,main,Nesco,Netherton,Netherton
M6377,Mainsburys South Keswicke,main,Mainsburys,South Keswicke,Keswicke
T1629,Torrisons Broxted,main,Torrisons,Broxted,Broxted
P2189,Platerows North Brambleton,main,Platerows,North Brambleton,Brambleton
T2937,Torrisons South Blisworth,main,Torrisons,South Blisworth,Blisworth
N764,Nesco South Thornwick,main,Nesco,South Thornwick,Thornwick
M3386,Mainsburys Lower Halberton,main,Mainsburys,Lower Halberton,Halberton
M664,Mainsburys North Ayleswick,main,Mainsburys,North Ayleswick,Ayleswick
N4330,Nesco East Marlington,main,Nesco,East Marlington,Marlington
M6492,Mainsburys West Ravengate,main,Mainsburys,West Ravengate,Ravengate
M2811,Mainsburys Upper Ketterly,main,Mainsburys,Upper Ketterly,Ketterly
M243,Mainsburys South Blisworth,main,Mainsburys,South Blisworth,Blisworth
P2020,Platerows East Darrowby,main,Platerows,East Darrowby,Darrowby
N6818,Local Nesco Eastmere,convenience,Nesco,Eastmere,Eastmere
N465,Local Nesco South Crowleigh,convenience,Nesco,South Crowleigh,Crowleigh
M1789,Local Mainsburys Lower Hawkenridge,convenience,Mainsburys,Lower Hawkenridge,Hawkenridge
P5011,Little Platerows West Southmere,convenience,Platerows,West Southmere,Southmere
N6657,Nesco East Ketterly,main,Nesco,East Ketterly,Ketterly
P3226,Platerows North Branscombe,main,Platerows,North Branscombe,Branscombe
N1164,Nesco East Oatmere,main,Nesco,East Oatmere,Oatmere
M4813,Mainsburys Lower Falkenridge,main,Mainsburys,Lower Falkenridge,Falkenridge
N2200,Local Nesco East Elderwick,convenience,Nesco,East Elderwick,Elderwick
P154,Little Platerows Lower Bleakmere,convenience,Platerows,Lower Bleakmere,Bleakmere
T2883,Torrisons West Saxmere,main,Torrisons,West Saxmere,Saxmere
N7233,Local Nesco North Brindleford,convenience,Nesco,North Brindleford,Brindleford
M4924,Mainsburys Elderwick,main,Mainsburys,Elderwick,Elderwick
T4168,Torrisons South Hogsden,main,Torrisons,South Hogsden,Hogsden
T3079,Torrisons Avenbury,main,Torrisons,Avenbury,Avenbury
N4935,Local Nesco Marbury,convenience,Nesco,Marbury,Marbury
N4448,Nesco Upper Gildermere,main,Nesco,Upper Gildermere,Gildermere
M1242,Local Mainsburys West Rockington,convenience,Mainsburys,West Rockington,Rockington
T4465,Torrisons Lower Norhollow,main,Torrisons,Lower Norhollow,Norhollow
N6515,Nesco North Winshaw,main,Nesco,North Winshaw,Winshaw
M2593,Local Mainsburys North Oxtonford,convenience,Mainsburys,North Oxtonford,Oxtonford
P1335,Platerows North Drayminster,main,Platerows,North Drayminster,Drayminster
N4296,Nesco West Gildermere,main,Nesco,West Gildermere,Gildermere
P6236,Platerows North Windmere,main,Platerows,North Windmere,Windmere
T6339,Torrisons Upper Casterly,main,Torrisons,Upper Casterly,Casterly
N2461,Local Nesco Brackmere,convenience,Nesco,Brackmere,Brackmere
P333,Platerows West Dorleigh,main,Platerows,West Dorleigh,Dorleigh
P720,Little Platerows South Greythorne,convenience,Platerows,South Greythorne,Greythorne
P2026,Little Platerows North Blisworth,convenience,Platerows,North Blisworth,Blisworth
N5139,Local Nesco Upper Ashcombe,convenience,Nesco,Upper Ashcombe,Ashcombe
P4635,Little Platerows Upper Falkenridge,convenience,Platerows,Upper Falkenridge,Falkenridge
M3316,Mainsburys East Thornhollow,main,Mainsburys,East Thornhollow,Thornhollow
M6848,Local Mainsburys Lower Winshaw,convenience,Mainsburys,Lower Winshaw,Winshaw
M6990,Mainsburys North Craydon,main,Mainsburys,North Craydon,Craydon
N3990,Local Nesco East Fenbrook,convenience,Nesco,East Fenbrook,Fenbrook
P7122,Little Platerows West Grimsbyrn,convenience,Platerows,West Grimsbyrn,Grimsbyrn
P1308,Platerows Burrowden,main,Platerows,Burrowden,Burrowden
P1377,Platerows West Langmere,main,Platerows,West Langmere,Langmere
P7172,Little Platerows North Harthwick,convenience,Platerows,North Harthwick,Harthwick
T3374,Torrisons West Longmere,main,Torrisons,West Longmere,Longmere
M6474,Local Mainsburys North Cornthwaite,convenience,Mainsburys,North Cornthwaite,Cornthwaite
P5656,Little Platerows West Fenleigh,convenience,Platerows,West Fenleigh,Fenleigh
P4527,Little Platerows Upper Saxmere,convenience,Platerows,Upper Saxmere,Saxmere
N5221,Local Nesco East Thatchwyke,convenience,Nesco,East Thatchwyke,Thatchwyke
M127,Mainsburys North Langmere,main,Mainsburys,North Langmere,Langmere
P5168,Little Platerows East Branscombe,convenience,Platerows,East Branscombe,Branscombe
P3293,Little Platerows West Foxworth,convenience,Platerows,West Foxworth,Foxworth
P5060,Platerows West Shaldwick,main,Platerows,West Shaldwick,Shaldwick
N3526,Nesco Rothermere,main,Nesco,Rothermere,Rothermere
T2565,Torrisons South Alderwyck,main,Torrisons,South Alderwyck,Alderwyck
M6407,Local Mainsburys Norcombe,convenience,Mainsburys,Norcombe,Norcombe
T5284,Torrisons Hollowbrook,main,Torrisons,Hollowbrook,Hollowbrook
N1468,Nesco Deepmere,main,Nesco,Deepmere,Deepmere
M2616,Mainsburys West Ravenmere,main,Mainsburys,West Ravenmere,Ravenmere
N6070,Nesco Greythorne,main,Nesco,Greythorne,Greythorne
N231,Nesco West Falkenridge,main,Nesco,West Falkenridge,Falkenridge
P4059,Platerows West Windmere,main,Platerows,West Windmere,Windmere
P1736,Platerows Upper Eldwich,main,Platerows,Upper Eldwich,Eldwich
M2713,Local Mainsburys Huntwick,convenience,Mainsburys,Huntwick,Huntwick
P5377,Little Platerows Upper Keswicke,convenience,Platerows,Upper Keswicke,Keswicke
M3747,Local Mainsburys South Foxglade,convenience,Mainsburys,South Foxglade,Foxglade
N946,Local Nesco Upper Craydon,convenience,Nesco,Upper Craydon,Craydon
T1665,Torrisons Ashcombe,main,Torrisons,Ashcombe,Ashcombe
P4898,Little Platerows East Alderwyck,convenience,Platerows,East Alderwyck,Alderwyck
T6032,Torrisons West Burrowden,main,Torrisons,West Burrowden,Burrowden
M7015,Local Mainsburys South Gainsworth,convenience,Mainsburys,South Gainsworth,Gainsworth
P1536,Platerows Luddington,main,Platerows,Luddington,Luddington
T6008,Torrisons East Brackmere,main,Torrisons,East Brackmere,Brackmere
P18,Platerows North Brindleford,main,Platerows,North Brindleford,Brindleford
P5485,Little Platerows East Brightmere,convenience,Platerows,East Brightmere,Brightmere
N4395,Nesco East Craydon,main,Nesco,East Craydon,Craydon
N7193,Nesco Burrowden,main,Nesco,Burrowden,Burrowden
M2643,Mainsburys West Hartmere,main,Mainsburys,West Hartmere,Hartmere
N500,Nesco South Huntwick,main,Nesco,South Huntwick,Huntwick
N151,Local Nesco Hogsden,convenience,Nesco,Hogsden,Hogsden
P6447,Little Platerows Lunsfield,convenience,Platerows,Lunsfield,Lunsfield
N5402,Nesco Lower Harbury,main,Nesco,Lower Harbury,Harbury
N2039,Local Nesco East Craydon,convenience,Nesco,East Craydon,Craydon
N1186,Local Nesco Upper Branscombe,convenience,Nesco,Upper Branscombe,Branscombe
M5736,Mainsburys East Winshaw,main,Mainsburys,East Winshaw,Winshaw
P2018,Little Platerows South Darrowby,convenience,Platerows,South Darrowby,Darrowby
M4162,Mainsburys South Cragmere,main,Mainsburys,South Cragmere,Cragmere
P6814,Little Platerows South Clayworth,convenience,Platerows,South Clayworth,Clayworth
M2519,Local Mainsburys Lower Dunbridge,convenience,Mainsburys,Lower Dunbridge,Dunbridge
M370,Mainsburys North Thatchwyke,main,Mainsburys,North Thatchwyke,Thatchwyke
M1131,Mainsburys South Hitherwick,main,Mainsburys,South Hitherwick,Hitherwick
N817,Nesco Emsworth,main,Nesco,Emsworth,Emsworth
P2068,Platerows North Litchwood,main,Platerows,North Litchwood,Litchwood
P5259,Little Platerows Norbury,convenience,Platerows,Norbury,Norbury
M2977,Local Mainsburys East Emsworth,convenience,Mainsburys,East Emsworth,Emsworth
N7258,Nesco Lower Marlington,main,Nesco,Lower Marlington,Marlington
M6293,Local Mainsburys North Windmere,convenience,Mainsburys,North Windmere,Windmere
N3849,Nesco North Yarrowby,main,Nesco,North Yarrowby,Yarrowby
N3692,Local Nesco Foxworth,convenience,Nesco,Foxworth,Foxworth
P5101,Little Platerows North Welford,convenience,Platerows,North Welford,Welford
T6598,Torrisons South Dunhaven,main,Torrisons,South Dunhaven,Dunhaven
M4807,Local Mainsburys Upper Hollowbrook,convenience,Mainsburys,Upper Hollowbrook,Hollowbrook
M1214,Local Mainsburys Lower Hadlow,convenience,Mainsburys,Lower Hadlow,Hadlow
T6212,Torrisons Clayworth,main,Torrisons,Clayworth,Clayworth
N4632,Local Nesco Lower Windmere,convenience,Nesco,Lower Windmere,Windmere
T3841,Torrisons North Branscombe,main,Torrisons,North Branscombe,Branscombe
N973,Nesco Norhollow,main,Nesco,Norhollow,Norhollow
M6838,Local Mainsburys North Darrowby,convenience,Mainsburys,North Darrowby,Darrowby
N6777,Local Nesco South Southmere,convenience,Nesco,South Southmere,Southmere
P2522,Platerows Upper Greystead,main,Platerows,Upper Greystead,Greystead
N3239,Local Nesco East Buckleigh,convenience,Nesco,East Buckleigh,Buckleigh
T2165,Torrisons Hadlow,main,Torrisons,Hadlow,Hadlow
T1413,Torrisons West Bleakmere,main,Torrisons,West Bleakmere,Bleakmere
P2252,Platerows West Moorstead,main,Platerows,West Moorstead,Moorstead
P6461,Little Platerows North Wrenford,convenience,Platerows,North Wrenford,Wrenford
N6,Local Nesco Lower Hadlow,convenience,Nesco,Lower Hadlow,Hadlow
N6227,Local Nesco West Luddington,convenience,Nesco,West Luddington,Luddington
N6730,Nesco South Blackmere,main,Nesco,South Blackmere,Blackmere
N1446,Nesco Fenleigh,main,Nesco,Fenleigh,Fenleigh
M3429,Local Mainsburys South Haythorne,convenience,Mainsburys,South Haythorne,Haythorne
P4441,Little Platerows Upper Denthorpe,convenience,Platerows,Upper Denthorpe,Denthorpe
T6935,Torrisons East Halberton,main,Torrisons,East Halberton,Halberton
N6839,Local Nesco South Caerhurst,convenience,Nesco,South Caerhurst,Caerhurst
P5942,Platerows East Wexford,main,Platerows,East Wexford,Wexford
N1613,Nesco West Welford,main,Nesco,West Welford,Welford
T1430,Torrisons Lower Colmere,main,Torrisons,Lower Colmere,Colmere
M888,Mainsburys South Goldwynn,main,Mainsburys,South Goldwynn,Goldwynn
M3658,Mainsburys East Quenndale,main,Mainsburys,East Quenndale,Quenndale
M5123,Local Mainsburys Hawkenridge,convenience,Mainsburys,Hawkenridge,Hawkenridge
T986,Torrisons Lower Caerhurst,main,Torrisons,Lower Caerhurst,Caerhurst
N1770,Nesco West Litchwood,main,Nesco,West Litchwood,Litchwood
M3856,Mainsburys East Mallowmere,main,Mainsburys,East Mallowmere,Mallowmere
M1262,Local Mainsburys North Burrowden,convenience,Mainsburys,North Burrowden,Burrowden
T3968,Torrisons Lower Yarrowby,main,Torrisons,Lower Yarrowby,Yarrowby
P1371,Little Platerows Upper Fallowden,convenience,Platerows,Upper Fallowden,Fallowden
P3209,Platerows Tatterby,main,Platerows,Tatterby,Tatterby
P5533,Little Platerows North Emsworth,convenience,Platerows,North Emsworth,Emsworth
M6980,Local Mainsburys Brambleton,convenience,Mainsburys,Brambleton,Brambleton
M5558,Local Mainsburys West Lunsfield,convenience,Mainsburys,West Lunsfield,Lunsfield
T5465,Torrisons Lower Pennbrook,main,Torrisons,Lower Pennbrook,Pennbrook
N721,Nesco Lower Gildermere,main,Nesco,Lower Gildermere,Gildermere
N2880,Nesco Cragmere,main,Nesco,Cragmere,Cragmere
N3427,Nesco Upper Rindleton,main,Nesco,Upper Rindleton,Rindleton
T3505,Torrisons South Dunsmere,main,Torrisons,South Dunsmere,Dunsmere
T6508,Torrisons West Bramwyck,main,Torrisons,West Bramwyck,Bramwyck
M7332,Mainsburys South Hollowbrook,main,Mainsburys,South Hollowbrook,Hollowbrook
M3910,Local Mainsburys Hadlow,convenience,Mainsburys,Hadlow,Hadlow
P2637,Little Platerows Lower Marbury,convenience,Platerows,Lower Marbury,Marbury
M5994,Mainsburys North Midcombe,main,Mainsburys,North Midcombe,Midcombe
N622,Local Nesco North Netherton,convenience,Nesco,North Netherton,Netherton
N1639,Local Nesco Lower Brackmere,convenience,Nesco,Lower Brackmere,Brackmere
M1190,Local Mainsburys West Branscombe,convenience,Mainsburys,West Branscombe,Branscombe
P7029,Little Platerows Upper Ledbury,convenience,Platerows,Upper Ledbury,Ledbury
N3502,Nesco Lower Charnwood,main,Nesco,Lower Charnwood,Charnwood
M1004,Mainsburys Lower Brambleton,main,Mainsburys,Lower Brambleton,Brambleton
P6993,Platerows West Fenbrook,main,Platerows,West Fenbrook,Fenbrook
P2168,Platerows Harthwick,main,Platerows,Harthwick,Harthwick
T1981,Torrisons Foxworth,main,Torrisons,Foxworth,Foxworth
P5277,Little Platerows South Welford,convenience,Platerows,South Welford,Welford
P5957,Platerows Lower Redwick,main,Platerows,Lower Redwick,Redwick
N1013,Local Nesco East Meresbourne,convenience,Nesco,East Meresbourne,Meresbourne
P4669,Little Platerows Coldminster,convenience,Platerows,Coldminster,Coldminster
P244,Platerows Deepmere,main,Platerows,Deepmere,Deepmere
T2010,Torrisons North Grimsbyrn,main,Torrisons,North Grimsbyrn,Grimsbyrn
P4290,Little Platerows South Bramwyck,convenience,Platerows,South Bramwyck,Bramwyck
N6192,Local Nesco East Elmwych,convenience,Nesco,East Elmwych,Elmwych
N4585,Local Nesco North Foxglade,convenience,Nesco,North Foxglade,Foxglade
P1208,Little Platerows South Midcombe,convenience,Platerows,South Midcombe,Midcombe
N4700,Local Nesco Lower Welford,convenience,Nesco,Lower Welford,Welford
M6634,Mainsburys East Oakenshire,main,Mainsburys,East Oakenshire,Oakenshire
P6947,Platerows Upper Mallowmere,main,Platerows,Upper Mallowmere,Mallowmere
N2507,Nesco Upper Brambleton,main,Nesco,Upper Brambleton,Brambleton
N6003,Local Nesco North Oakenshire,convenience,Nesco,North Oakenshire,Oakenshire
N1677,Nesco Banebridge,main,Nesco,Banebridge,Banebridge
N385,Local Nesco Upper Kellington,convenience,Nesco,Upper Kellington,Kellington
P3609,Platerows East Draycott,main,Platerows,East Draycott,Draycott
P4303,Little Platerows South Yoxminster,convenience,Platerows,South Yoxminster,Yoxminster
N2394,Nesco Upper Uxmere,main,Nesco,Upper Uxmere,Uxmere
P6902,Platerows Lower Hartmere,main,Platerows,Lower Hartmere,Hartmere
N4656,Nesco East Eastmere,main,Nesco,East Eastmere,Eastmere
T1971,Torrisons East Thornhollow,main,Torrisons,East Thornhollow,Thornhollow
P3796,Little Platerows East Eddington,convenience,Platerows,East Eddington,Eddington
N1552,Nesco North Kellington,main,Nesco,North Kellington,Kellington
M1558,Mainsburys Stonleigh,main,Mainsburys,Stonleigh,Stonleigh
T3810,Torrisons South Thornhollow,main,Torrisons,South Thornhollow,Thornhollow
T7117,Torrisons Halberton,main,Torrisons,Halberton,Halberton
N4519,Nesco South Pelhamstead,main,Nesco,South Pelhamstead,Pelhamstead
N6547,Local Nesco Dorleigh,convenience,Nesco,Dorleigh,Dorleigh
P5451,Little Platerows Lower Ormsleigh,convenience,Platerows,Lower Ormsleigh,Ormsleigh
P6131,Platerows South Goldwynn,main,Platerows,South Goldwynn,Goldwynn
M809,Mainsburys West Falkenridge,main,Mainsburys,West Falkenridge,Falkenridge
N6773,Local Nesco West Foxglade,convenience,Nesco,West Foxglade,Foxglade
M1414,Local Mainsburys North Ketterly,convenience,Mainsburys,North Ketterly,Ketterly
N3455,Local Nesco East Haythorne,convenience,Nesco,East Haythorne,Haythorne
N3343,Nesco North Greythorne,main,Nesco,North Greythorne,Greythorne
N452,Nesco North Hitherwick,main,Nesco,North Hitherwick,Hitherwick
M2429,Mainsburys Upper Mossthorpe,main,Mainsburys,Upper Mossthorpe,Mossthorpe
P1283,Platerows South Fenbrook,main,Platerows,South Fenbrook,Fenbrook
M1209,Mainsburys West Fenbrook,main,Mainsburys,West Fenbrook,Fenbrook
M3473,Local Mainsburys Upper Drayminster,convenience,Mainsburys,Upper Drayminster,Drayminster
N1733,Nesco West Foxglade,main,Nesco,West Foxglade,Foxglade
N1012,Nesco Greengate,main,Nesco,Greengate,Greengate
N6101,Nesco Lower Crowleigh,main,Nesco,Lower Crowleigh,Crowleigh
N2209,Local Nesco Upper Southmere,convenience,Nesco,Upper Southmere,Southmere
M5070,Local Mainsburys Lower Harbury,convenience,Mainsburys,Lower Harbury,Harbury
P3443,Platerows Drummondale,main,Platerows,Drummondale,Drummondale
N719,Nesco South Luddington,main,Nesco,South Luddington,Luddington
M3490,Mainsburys Fairholt,main,Mainsburys,Fairholt,Fairholt
M4088,Local Mainsburys East Brambleton,convenience,Mainsburys,East Brambleton,Brambleton
N3078,Nesco East Hawkenridge,main,Nesco,East Hawkenridge,Hawkenridge
N2152,Local Nesco West Cornthwaite,convenience,Nesco,West Cornthwaite,Cornthwaite
P3442,Little Platerows Upper Ravengate,convenience,Platerows,Upper Ravengate,Ravengate
M2760,Mainsburys North Hallmere,main,Mainsburys,North Hallmere,Hallmere
N4287,Local Nesco East Ravengate,convenience,Nesco,East Ravengate,Ravengate
M4523,Mainsburys Upper Drayminster,main,Mainsburys,Upper Drayminster,Drayminster
N136,Local Nesco West Somerleigh,convenience,Nesco,West Somerleigh,Somerleigh
N1304,Local Nesco North Rothermere,convenience,Nesco,North Rothermere,Rothermere
N3875,Nesco North Dunbridge,main,Nesco,North Dunbridge,Dunbridge
T1133,Torrisons North Northwyke,main,Torrisons,North Northwyke,Northwyke
P772,Platerows Lower Banebridge,main,Platerows,Lower Banebridge,Banebridge
N311,Local Nesco East Ledbury,convenience,Nesco,East Ledbury,Ledbury
M3576,Mainsburys Wintermere,main,Mainsburys,Wintermere,Wintermere
P7174,Platerows North Wetherbrook,main,Platerows,North Wetherbrook,Wetherbrook
